ENSG00000000005	ENSMMUG00000008212
ENSG00000243562	ENSMMUG00000053769
ENSG00000243562	ENSMMUG00000059645
ENSG00000243566	ENSMMUG00000047349
ENSG00000243591	ENSMMUG00000048685
ENSG00000243627	ENSMMUG00000062608
ENSG00000243633	ENSMMUG00000042472
ENSG00000243649	ENSMMUG00000000729
ENSG00000243650	ENSMMUG00000044108
ENSG00000243660	ENSMMUG00000064260
ENSG00000243667	ENSMMUG00000017460
ENSG00000243671	ENSMMUG00000043888
ENSG00000243700	ENSMMUG00000046299
ENSG00000243702	ENSMMUG00000038796
ENSG00000243704	ENSMMUG00000039266
ENSG00000243708	ENSMMUG00000003842
ENSG00000243709	ENSMMUG00000011434
ENSG00000243709	ENSMMUG00000011435
ENSG00000243710	ENSMMUG00000002642
ENSG00000243716	ENSMMUG00000064246
ENSG00000243723	ENSMMUG00000043420
ENSG00000243725	ENSMMUG00000006754
ENSG00000243729	ENSMMUG00000049407
ENSG00000243738	ENSMMUG00000043396
ENSG00000243749	ENSMMUG00000042531
ENSG00000243782	ENSMMUG00000038485
ENSG00000243801	ENSMMUG00000044662
ENSG00000243817	ENSMMUG00000039906
ENSG00000243845	ENSMMUG00000044550
ENSG00000243854	ENSMMUG00000042948
ENSG00000243856	ENSMMUG00000053193
ENSG00000243870	ENSMMUG00000040400
ENSG00000243871	ENSMMUG00000048742
ENSG00000243872	ENSMMUG00000043979
ENSG00000243883	ENSMMUG00000046619
ENSG00000243896	ENSMMUG00000064492
ENSG00000243900	ENSMMUG00000045840
ENSG00000243905	ENSMMUG00000045313
ENSG00000243911	ENSMMUG00000057503
ENSG00000243927	ENSMMUG00000062903
ENSG00000243943	ENSMMUG00000019742
ENSG00000243951	ENSMMUG00000041898
ENSG00000243954	ENSMMUG00000044693
ENSG00000243959	ENSMMUG00000054274
ENSG00000243968	ENSMMUG00000042388
ENSG00000243976	ENSMMUG00000040697
ENSG00000243978	ENSMMUG00000001307
ENSG00000243980	ENSMMUG00000038289
ENSG00000243989	ENSMMUG00000003646
ENSG00000243991	ENSMMUG00000049790
ENSG00000244003	ENSMMUG00000041631
ENSG00000244005	ENSMMUG00000010951
ENSG00000244006	ENSMMUG00000048462
ENSG00000244033	ENSMMUG00000042191
ENSG00000244034	ENSMMUG00000046843
ENSG00000244044	ENSMMUG00000040733
ENSG00000244045	ENSMMUG00000021351
ENSG00000244056	ENSMMUG00000053912
ENSG00000244056	ENSMMUG00000055869
ENSG00000244056	ENSMMUG00000056374
ENSG00000244056	ENSMMUG00000060528
ENSG00000244056	ENSMMUG00000062796
ENSG00000244056	ENSMMUG00000065092
ENSG00000244066	ENSMMUG00000039543
ENSG00000244080	ENSMMUG00000037847
ENSG00000244091	ENSMMUG00000040448
ENSG00000244104	ENSMMUG00000038217
ENSG00000244107	ENSMMUG00000042098
ENSG00000244112	ENSMMUG00000044105
ENSG00000244116	ENSMMUG00000058213
ENSG00000244139	ENSMMUG00000040717
ENSG00000244169	ENSMMUG00000048617
ENSG00000244194	ENSMMUG00000038153
ENSG00000244197	ENSMMUG00000049075
ENSG00000244218	ENSMMUG00000047073
ENSG00000244219	ENSMMUG00000055483
ENSG00000244230	ENSMMUG00000045685
ENSG00000244232	ENSMMUG00000048198
ENSG00000244234	ENSMMUG00000008440
ENSG00000244236	ENSMMUG00000062212
ENSG00000244256	ENSMMUG00000041335
ENSG00000244264	ENSMMUG00000038337
ENSG00000244274	ENSMMUG00000003409
ENSG00000244294	ENSMMUG00000054848
ENSG00000244296	ENSMMUG00000040706
ENSG00000244297	ENSMMUG00000048502
ENSG00000244307	ENSMMUG00000038942
ENSG00000244308	ENSMMUG00000042584
ENSG00000244314	ENSMMUG00000040188
ENSG00000244318	ENSMMUG00000048222
ENSG00000244326	ENSMMUG00000049080
ENSG00000244328	ENSMMUG00000043491
ENSG00000244335	ENSMMUG00000039263
ENSG00000244356	ENSMMUG00000042964
ENSG00000244357	ENSMMUG00000043130
ENSG00000244372	ENSMMUG00000038083
ENSG00000244376	ENSMMUG00000038882
ENSG00000244384	ENSMMUG00000046909
ENSG00000244389	ENSMMUG00000038079
ENSG00000244391	ENSMMUG00000041385
ENSG00000244392	ENSMMUG00000039622
ENSG00000244395	ENSMMUG00000039261
ENSG00000244395	ENSMMUG00000057875
ENSG00000244399	ENSMMUG00000044757
ENSG00000244402	ENSMMUG00000060883
ENSG00000244402	ENSMMUG00000061891
ENSG00000244404	ENSMMUG00000037957
ENSG00000244405	ENSMMUG00000013610
ENSG00000244462	ENSMMUG00000020960
ENSG00000244476	ENSMMUG00000043161
ENSG00000244482	ENSMMUG00000021881
ENSG00000244482	ENSMMUG00000048321
ENSG00000244482	ENSMMUG00000063299
ENSG00000244486	ENSMMUG00000017171
ENSG00000244501	ENSMMUG00000046970
ENSG00000244512	ENSMMUG00000038104
ENSG00000244514	ENSMMUG00000037603
ENSG00000244532	ENSMMUG00000040603
ENSG00000244537	ENSMMUG00000045776
ENSG00000244544	ENSMMUG00000048837
ENSG00000244568	ENSMMUG00000041607
ENSG00000244588	ENSMMUG00000058970
ENSG00000244607	ENSMMUG00000021246
ENSG00000244617	ENSMMUG00000009011
ENSG00000244618	ENSMMUG00000049021
ENSG00000244623	ENSMMUG00000063929
ENSG00000244632	ENSMMUG00000038872
ENSG00000244677	ENSMMUG00000048456
ENSG00000244682	ENSMMUG00000003775
ENSG00000244692	ENSMMUG00000041324
ENSG00000244694	ENSMMUG00000003719
ENSG00000244710	ENSMMUG00000046956
ENSG00000244731	ENSMMUG00000049499
ENSG00000244731	ENSMMUG00000059791
ENSG00000244732	ENSMMUG00000041434
ENSG00000244748	ENSMMUG00000044127
ENSG00000244752	ENSMMUG00000006853
ENSG00000244754	ENSMMUG00000007200
ENSG00000246705	ENSMMUG00000018013
ENSG00000247077	ENSMMUG00000015466
ENSG00000247315	ENSMMUG00000038935
ENSG00000247595	ENSMMUG00000044847
ENSG00000247596	ENSMMUG00000047685
ENSG00000247626	ENSMMUG00000023810
ENSG00000247746	ENSMMUG00000052760
ENSG00000248098	ENSMMUG00000014346
ENSG00000248099	ENSMMUG00000042375
ENSG00000248099	ENSMMUG00000059261
ENSG00000248329	ENSMMUG00000064230
ENSG00000248333	ENSMMUG00000001894
ENSG00000248385	ENSMMUG00000045400
ENSG00000248712	ENSMMUG00000012191
ENSG00000248713	ENSMMUG00000047796
ENSG00000248746	ENSMMUG00000002494
ENSG00000248767	ENSMMUG00000053559
ENSG00000248771	ENSMMUG00000059520
ENSG00000248905	ENSMMUG00000029785
ENSG00000248920	ENSMMUG00000051019
ENSG00000248920	ENSMMUG00000052858
ENSG00000248920	ENSMMUG00000059394
ENSG00000248933	ENSMMUG00000051019
ENSG00000248933	ENSMMUG00000052858
ENSG00000248933	ENSMMUG00000059394
ENSG00000249020	ENSMMUG00000024125
ENSG00000249104	ENSMMUG00000051019
ENSG00000249104	ENSMMUG00000052858
ENSG00000249104	ENSMMUG00000059394
ENSG00000249115	ENSMMUG00000021395
ENSG00000249156	ENSMMUG00000049919
ENSG00000249156	ENSMMUG00000059710
ENSG00000249156	ENSMMUG00000064602
ENSG00000249242	ENSMMUG00000001485
ENSG00000249437	ENSMMUG00000020215
ENSG00000249481	ENSMMUG00000014388
ENSG00000249581	ENSMMUG00000005731
ENSG00000249662	ENSMMUG00000049919
ENSG00000249662	ENSMMUG00000059710
ENSG00000249662	ENSMMUG00000064602
ENSG00000249693	ENSMMUG00000041612
ENSG00000249784	ENSMMUG00000038114
ENSG00000249811	ENSMMUG00000051019
ENSG00000249811	ENSMMUG00000052858
ENSG00000249811	ENSMMUG00000059394
ENSG00000249853	ENSMMUG00000050295
ENSG00000249931	ENSMMUG00000014208
ENSG00000249931	ENSMMUG00000019483
ENSG00000249931	ENSMMUG00000021656
ENSG00000249931	ENSMMUG00000045944
ENSG00000249931	ENSMMUG00000056650
ENSG00000249931	ENSMMUG00000060774
ENSG00000249948	ENSMMUG00000005569
ENSG00000249961	ENSMMUG00000064302
ENSG00000249992	ENSMMUG00000055346
ENSG00000250036	ENSMMUG00000049442
ENSG00000250067	ENSMMUG00000011351
ENSG00000250298	ENSMMUG00000047132
ENSG00000250305	ENSMMUG00000055327
ENSG00000250317	ENSMMUG00000006680
ENSG00000250317	ENSMMUG00000053961
ENSG00000250361	ENSMMUG00000044429
ENSG00000250374	ENSMMUG00000050635
ENSG00000250423	ENSMMUG00000019533
ENSG00000250479	ENSMMUG00000005624
ENSG00000250506	ENSMMUG00000003381
ENSG00000250510	ENSMMUG00000049147
ENSG00000250565	ENSMMUG00000005392
ENSG00000250571	ENSMMUG00000059842
ENSG00000250673	ENSMMUG00000063504
ENSG00000250722	ENSMMUG00000030144
ENSG00000250745	ENSMMUG00000051019
ENSG00000250745	ENSMMUG00000052858
ENSG00000250745	ENSMMUG00000059394
ENSG00000250782	ENSMMUG00000049919
ENSG00000250782	ENSMMUG00000059710
ENSG00000250782	ENSMMUG00000064602
ENSG00000250799	ENSMMUG00000028791
ENSG00000250803	ENSMMUG00000046428
ENSG00000250821	ENSMMUG00000039297
ENSG00000250844	ENSMMUG00000051019
ENSG00000250844	ENSMMUG00000052858
ENSG00000250844	ENSMMUG00000059394
ENSG00000250878	ENSMMUG00000000353
ENSG00000250913	ENSMMUG00000051019
ENSG00000250913	ENSMMUG00000052858
ENSG00000250913	ENSMMUG00000059394
ENSG00000251192	ENSMMUG00000002292
ENSG00000251247	ENSMMUG00000049498
ENSG00000251322	ENSMMUG00000005588
ENSG00000251369	ENSMMUG00000006122
ENSG00000251493	ENSMMUG00000040510
ENSG00000251692	ENSMMUG00000062229
ENSG00000251702	ENSMMUG00000035822
ENSG00000251704	ENSMMUG00000036696
ENSG00000251706	ENSMMUG00000036385
ENSG00000251707	ENSMMUG00000037331
ENSG00000251711	ENSMMUG00000037243
ENSG00000251712	ENSMMUG00000053326
ENSG00000251715	ENSMMUG00000035561
ENSG00000251718	ENSMMUG00000050479
ENSG00000251720	ENSMMUG00000037264
ENSG00000251720	ENSMMUG00000043379
ENSG00000251722	ENSMMUG00000037234
ENSG00000251724	ENSMMUG00000035540
ENSG00000251726	ENSMMUG00000064859
ENSG00000251727	ENSMMUG00000034821
ENSG00000251728	ENSMMUG00000026124
ENSG00000251739	ENSMMUG00000037411
ENSG00000251745	ENSMMUG00000036489
ENSG00000251747	ENSMMUG00000036387
ENSG00000251753	ENSMMUG00000037206
ENSG00000251754	ENSMMUG00000036930
ENSG00000251757	ENSMMUG00000054230
ENSG00000251757	ENSMMUG00000055824
ENSG00000251757	ENSMMUG00000055974
ENSG00000251757	ENSMMUG00000059311
ENSG00000251761	ENSMMUG00000035710
ENSG00000251763	ENSMMUG00000024282
ENSG00000251767	ENSMMUG00000043676
ENSG00000251773	ENSMMUG00000036386
ENSG00000251774	ENSMMUG00000036825
ENSG00000251783	ENSMMUG00000036729
ENSG00000251787	ENSMMUG00000037362
ENSG00000251789	ENSMMUG00000035114
ENSG00000251792	ENSMMUG00000024137
ENSG00000251796	ENSMMUG00000036194
ENSG00000251798	ENSMMUG00000026540
ENSG00000251798	ENSMMUG00000058135
ENSG00000251804	ENSMMUG00000035660
ENSG00000251807	ENSMMUG00000036424
ENSG00000251811	ENSMMUG00000025115
ENSG00000251813	ENSMMUG00000062210
ENSG00000251815	ENSMMUG00000035508
ENSG00000251830	ENSMMUG00000035752
ENSG00000251831	ENSMMUG00000041115
ENSG00000251834	ENSMMUG00000036752
ENSG00000251837	ENSMMUG00000052469
ENSG00000251839	ENSMMUG00000049284
ENSG00000251842	ENSMMUG00000056140
ENSG00000251851	ENSMMUG00000036921
ENSG00000251852	ENSMMUG00000055505
ENSG00000251854	ENSMMUG00000035943
ENSG00000251858	ENSMMUG00000036123
ENSG00000251859	ENSMMUG00000051321
ENSG00000251864	ENSMMUG00000062530
ENSG00000251865	ENSMMUG00000035595
ENSG00000251868	ENSMMUG00000036656
ENSG00000251870	ENSMMUG00000034568
ENSG00000251875	ENSMMUG00000036230
ENSG00000251878	ENSMMUG00000034790
ENSG00000251882	ENSMMUG00000037161
ENSG00000251886	ENSMMUG00000036508
ENSG00000251887	ENSMMUG00000041904
ENSG00000251889	ENSMMUG00000035503
ENSG00000251891	ENSMMUG00000039351
ENSG00000251891	ENSMMUG00000050798
ENSG00000251892	ENSMMUG00000035916
ENSG00000251893	ENSMMUG00000053279
ENSG00000251896	ENSMMUG00000050292
ENSG00000251900	ENSMMUG00000036907
ENSG00000251905	ENSMMUG00000037374
ENSG00000251906	ENSMMUG00000036109
ENSG00000251907	ENSMMUG00000034824
ENSG00000251908	ENSMMUG00000027447
ENSG00000251913	ENSMMUG00000027696
ENSG00000251913	ENSMMUG00000037294
ENSG00000251914	ENSMMUG00000036913
ENSG00000251917	ENSMMUG00000044890
ENSG00000251919	ENSMMUG00000036455
ENSG00000251922	ENSMMUG00000058576
ENSG00000251923	ENSMMUG00000024793
ENSG00000251925	ENSMMUG00000036194
ENSG00000251929	ENSMMUG00000036164
ENSG00000251934	ENSMMUG00000035829
ENSG00000251937	ENSMMUG00000060112
ENSG00000251939	ENSMMUG00000037155
ENSG00000251940	ENSMMUG00000036563
ENSG00000251946	ENSMMUG00000036060
ENSG00000251952	ENSMMUG00000027919
ENSG00000251954	ENSMMUG00000037151
ENSG00000251955	ENSMMUG00000056018
ENSG00000251956	ENSMMUG00000054230
ENSG00000251956	ENSMMUG00000055824
ENSG00000251956	ENSMMUG00000055974
ENSG00000251956	ENSMMUG00000059311
ENSG00000251960	ENSMMUG00000055400
ENSG00000251970	ENSMMUG00000046583
ENSG00000251971	ENSMMUG00000036154
ENSG00000251972	ENSMMUG00000024119
ENSG00000251973	ENSMMUG00000054230
ENSG00000251973	ENSMMUG00000055824
ENSG00000251973	ENSMMUG00000055974
ENSG00000251973	ENSMMUG00000059311
ENSG00000251977	ENSMMUG00000036290
ENSG00000251980	ENSMMUG00000036082
ENSG00000251981	ENSMMUG00000035596
ENSG00000251988	ENSMMUG00000035732
ENSG00000251991	ENSMMUG00000036602
ENSG00000251992	ENSMMUG00000036316
ENSG00000251994	ENSMMUG00000058915
ENSG00000252003	ENSMMUG00000037080
ENSG00000252008	ENSMMUG00000036224
ENSG00000252011	ENSMMUG00000025305
ENSG00000252014	ENSMMUG00000036561
ENSG00000252016	ENSMMUG00000036929
ENSG00000252023	ENSMMUG00000032971
ENSG00000252026	ENSMMUG00000050042
ENSG00000252030	ENSMMUG00000036373
ENSG00000252032	ENSMMUG00000035887
ENSG00000252033	ENSMMUG00000034601
ENSG00000252034	ENSMMUG00000055194
ENSG00000252037	ENSMMUG00000049474
ENSG00000252037	ENSMMUG00000054086
ENSG00000252037	ENSMMUG00000060352
ENSG00000252037	ENSMMUG00000063823
ENSG00000252039	ENSMMUG00000033030
ENSG00000252040	ENSMMUG00000035560
ENSG00000252049	ENSMMUG00000036464
ENSG00000252057	ENSMMUG00000037814
ENSG00000252061	ENSMMUG00000036646
ENSG00000252062	ENSMMUG00000036467
ENSG00000252065	ENSMMUG00000036435
ENSG00000252066	ENSMMUG00000036475
ENSG00000252068	ENSMMUG00000036379
ENSG00000252069	ENSMMUG00000028211
ENSG00000252073	ENSMMUG00000036090
ENSG00000252074	ENSMMUG00000036629
ENSG00000252082	ENSMMUG00000035726
ENSG00000252091	ENSMMUG00000028090
ENSG00000252097	ENSMMUG00000035605
ENSG00000252103	ENSMMUG00000051582
ENSG00000252105	ENSMMUG00000054496
ENSG00000252108	ENSMMUG00000061182
ENSG00000252117	ENSMMUG00000064540
ENSG00000252117	ENSMMUG00000064637
ENSG00000252119	ENSMMUG00000036746
ENSG00000252121	ENSMMUG00000037178
ENSG00000252125	ENSMMUG00000034645
ENSG00000252126	ENSMMUG00000036547
ENSG00000252128	ENSMMUG00000036552
ENSG00000252130	ENSMMUG00000037175
ENSG00000252132	ENSMMUG00000036729
ENSG00000252133	ENSMMUG00000036561
ENSG00000252135	ENSMMUG00000036857
ENSG00000252137	ENSMMUG00000036622
ENSG00000252138	ENSMMUG00000041899
ENSG00000252139	ENSMMUG00000035871
ENSG00000252145	ENSMMUG00000035789
ENSG00000252147	ENSMMUG00000035549
ENSG00000252151	ENSMMUG00000032868
ENSG00000252155	ENSMMUG00000034697
ENSG00000252155	ENSMMUG00000038768
ENSG00000252155	ENSMMUG00000044016
ENSG00000252157	ENSMMUG00000035495
ENSG00000252158	ENSMMUG00000035747
ENSG00000252162	ENSMMUG00000059354
ENSG00000252166	ENSMMUG00000044890
ENSG00000252170	ENSMMUG00000054305
ENSG00000252171	ENSMMUG00000063293
ENSG00000252172	ENSMMUG00000037365
ENSG00000252174	ENSMMUG00000035633
ENSG00000252178	ENSMMUG00000041094
ENSG00000252183	ENSMMUG00000058995
ENSG00000252184	ENSMMUG00000055707
ENSG00000252185	ENSMMUG00000026368
ENSG00000252188	ENSMMUG00000052458
ENSG00000252199	ENSMMUG00000036561
ENSG00000252202	ENSMMUG00000036192
ENSG00000252205	ENSMMUG00000036834
ENSG00000252206	ENSMMUG00000057615
ENSG00000252209	ENSMMUG00000046583
ENSG00000252210	ENSMMUG00000036662
ENSG00000252212	ENSMMUG00000034195
ENSG00000252220	ENSMMUG00000037002
ENSG00000252223	ENSMMUG00000054230
ENSG00000252223	ENSMMUG00000055824
ENSG00000252223	ENSMMUG00000055974
ENSG00000252223	ENSMMUG00000059311
ENSG00000252228	ENSMMUG00000037061
ENSG00000252236	ENSMMUG00000036268
ENSG00000252238	ENSMMUG00000036243
ENSG00000252242	ENSMMUG00000036810
ENSG00000252242	ENSMMUG00000037015
ENSG00000252243	ENSMMUG00000025302
ENSG00000252244	ENSMMUG00000043866
ENSG00000252252	ENSMMUG00000036359
ENSG00000252254	ENSMMUG00000058270
ENSG00000252255	ENSMMUG00000064029
ENSG00000252258	ENSMMUG00000036450
ENSG00000252263	ENSMMUG00000036204
ENSG00000252264	ENSMMUG00000035898
ENSG00000252266	ENSMMUG00000028019
ENSG00000252271	ENSMMUG00000037239
ENSG00000252275	ENSMMUG00000036673
ENSG00000252279	ENSMMUG00000028434
ENSG00000252282	ENSMMUG00000051140
ENSG00000252283	ENSMMUG00000036766
ENSG00000252288	ENSMMUG00000055546
ENSG00000252288	ENSMMUG00000055630
ENSG00000252294	ENSMMUG00000059384
ENSG00000252311	ENSMMUG00000024248
ENSG00000252316	ENSMMUG00000028452
ENSG00000252316	ENSMMUG00000059522
ENSG00000252320	ENSMMUG00000036847
ENSG00000252328	ENSMMUG00000035552
ENSG00000252333	ENSMMUG00000036092
ENSG00000252335	ENSMMUG00000036262
ENSG00000252347	ENSMMUG00000053134
ENSG00000252348	ENSMMUG00000054480
ENSG00000252349	ENSMMUG00000035440
ENSG00000252352	ENSMMUG00000049700
ENSG00000252353	ENSMMUG00000035511
ENSG00000252357	ENSMMUG00000036651
ENSG00000252361	ENSMMUG00000037173
ENSG00000252363	ENSMMUG00000036078
ENSG00000252363	ENSMMUG00000037436
ENSG00000252369	ENSMMUG00000060988
ENSG00000252371	ENSMMUG00000035226
ENSG00000252373	ENSMMUG00000036916
ENSG00000252374	ENSMMUG00000036192
ENSG00000252377	ENSMMUG00000036175
ENSG00000252383	ENSMMUG00000057192
ENSG00000252385	ENSMMUG00000028204
ENSG00000252390	ENSMMUG00000052438
ENSG00000252393	ENSMMUG00000046350
ENSG00000252395	ENSMMUG00000054893
ENSG00000252397	ENSMMUG00000037043
ENSG00000252407	ENSMMUG00000037060
ENSG00000252408	ENSMMUG00000036280
ENSG00000252413	ENSMMUG00000036124
ENSG00000252414	ENSMMUG00000048628
ENSG00000252416	ENSMMUG00000051167
ENSG00000252416	ENSMMUG00000059917
ENSG00000252416	ENSMMUG00000064252
ENSG00000252417	ENSMMUG00000063193
ENSG00000252421	ENSMMUG00000036856
ENSG00000252423	ENSMMUG00000036872
ENSG00000252426	ENSMMUG00000044890
ENSG00000252429	ENSMMUG00000048810
ENSG00000252429	ENSMMUG00000059583
ENSG00000252431	ENSMMUG00000053256
ENSG00000252433	ENSMMUG00000037202
ENSG00000252438	ENSMMUG00000025635
ENSG00000252441	ENSMMUG00000033187
ENSG00000252444	ENSMMUG00000037150
ENSG00000252446	ENSMMUG00000024766
ENSG00000252449	ENSMMUG00000037349
ENSG00000252452	ENSMMUG00000037193
ENSG00000252457	ENSMMUG00000035926
ENSG00000252458	ENSMMUG00000036338
ENSG00000252459	ENSMMUG00000034189
ENSG00000252460	ENSMMUG00000036878
ENSG00000252462	ENSMMUG00000048853
ENSG00000252467	ENSMMUG00000037340
ENSG00000252468	ENSMMUG00000034680
ENSG00000252469	ENSMMUG00000035471
ENSG00000252470	ENSMMUG00000035565
ENSG00000252472	ENSMMUG00000060618
ENSG00000252474	ENSMMUG00000035966
ENSG00000252475	ENSMMUG00000064540
ENSG00000252475	ENSMMUG00000064637
ENSG00000252480	ENSMMUG00000063970
ENSG00000252481	ENSMMUG00000035506
ENSG00000252482	ENSMMUG00000036750
ENSG00000252483	ENSMMUG00000024766
ENSG00000252485	ENSMMUG00000060108
ENSG00000252486	ENSMMUG00000034506
ENSG00000252487	ENSMMUG00000059202
ENSG00000252489	ENSMMUG00000036724
ENSG00000252491	ENSMMUG00000035762
ENSG00000252494	ENSMMUG00000036901
ENSG00000252498	ENSMMUG00000036161
ENSG00000252501	ENSMMUG00000035050
ENSG00000252503	ENSMMUG00000036099
ENSG00000252505	ENSMMUG00000039114
ENSG00000252507	ENSMMUG00000061063
ENSG00000252513	ENSMMUG00000044890
ENSG00000252514	ENSMMUG00000035515
ENSG00000252515	ENSMMUG00000025367
ENSG00000252517	ENSMMUG00000036773
ENSG00000252519	ENSMMUG00000024329
ENSG00000252523	ENSMMUG00000049474
ENSG00000252523	ENSMMUG00000054086
ENSG00000252523	ENSMMUG00000060352
ENSG00000252523	ENSMMUG00000063823
ENSG00000252526	ENSMMUG00000037097
ENSG00000252532	ENSMMUG00000036229
ENSG00000252534	ENSMMUG00000059319
ENSG00000252540	ENSMMUG00000034916
ENSG00000252542	ENSMMUG00000026493
ENSG00000252548	ENSMMUG00000037700
ENSG00000252549	ENSMMUG00000036393
ENSG00000252550	ENSMMUG00000025305
ENSG00000252552	ENSMMUG00000035170
ENSG00000252555	ENSMMUG00000036816
ENSG00000252558	ENSMMUG00000034782
ENSG00000252562	ENSMMUG00000037311
ENSG00000252568	ENSMMUG00000037426
ENSG00000252569	ENSMMUG00000037090
ENSG00000252578	ENSMMUG00000036025
ENSG00000252580	ENSMMUG00000036733
ENSG00000252581	ENSMMUG00000036178
ENSG00000252582	ENSMMUG00000036223
ENSG00000252585	ENSMMUG00000036227
ENSG00000252590	ENSMMUG00000037037
ENSG00000252593	ENSMMUG00000034141
ENSG00000252597	ENSMMUG00000036571
ENSG00000252599	ENSMMUG00000037420
ENSG00000252603	ENSMMUG00000033825
ENSG00000252603	ENSMMUG00000053226
ENSG00000252603	ENSMMUG00000060354
ENSG00000252606	ENSMMUG00000035226
ENSG00000252608	ENSMMUG00000046907
ENSG00000252611	ENSMMUG00000036145
ENSG00000252614	ENSMMUG00000036797
ENSG00000252619	ENSMMUG00000057951
ENSG00000252621	ENSMMUG00000051036
ENSG00000252621	ENSMMUG00000054044
ENSG00000252621	ENSMMUG00000061552
ENSG00000252622	ENSMMUG00000036751
ENSG00000252625	ENSMMUG00000044890
ENSG00000252626	ENSMMUG00000037195
ENSG00000252627	ENSMMUG00000037309
ENSG00000252635	ENSMMUG00000034623
ENSG00000252636	ENSMMUG00000025222
ENSG00000252640	ENSMMUG00000037082
ENSG00000252641	ENSMMUG00000035834
ENSG00000252643	ENSMMUG00000036741
ENSG00000252644	ENSMMUG00000037088
ENSG00000252645	ENSMMUG00000064387
ENSG00000252651	ENSMMUG00000028276
ENSG00000252652	ENSMMUG00000036864
ENSG00000252654	ENSMMUG00000036518
ENSG00000252655	ENSMMUG00000036483
ENSG00000252657	ENSMMUG00000035846
ENSG00000252659	ENSMMUG00000056892
ENSG00000252660	ENSMMUG00000061479
ENSG00000252671	ENSMMUG00000035973
ENSG00000252677	ENSMMUG00000036886
ENSG00000252681	ENSMMUG00000044890
ENSG00000252682	ENSMMUG00000026730
ENSG00000252685	ENSMMUG00000057971
ENSG00000252686	ENSMMUG00000037415
ENSG00000252688	ENSMMUG00000042244
ENSG00000252692	ENSMMUG00000032777
ENSG00000252693	ENSMMUG00000035947
ENSG00000252700	ENSMMUG00000035470
ENSG00000252710	ENSMMUG00000061739
ENSG00000252712	ENSMMUG00000036757
ENSG00000252717	ENSMMUG00000035798
ENSG00000252718	ENSMMUG00000034867
ENSG00000252719	ENSMMUG00000037244
ENSG00000252721	ENSMMUG00000055055
ENSG00000252721	ENSMMUG00000059066
ENSG00000252724	ENSMMUG00000036561
ENSG00000252725	ENSMMUG00000036207
ENSG00000252729	ENSMMUG00000046324
ENSG00000252734	ENSMMUG00000036745
ENSG00000252744	ENSMMUG00000028020
ENSG00000252750	ENSMMUG00000037429
ENSG00000252752	ENSMMUG00000036946
ENSG00000252756	ENSMMUG00000045126
ENSG00000252758	ENSMMUG00000036533
ENSG00000252759	ENSMMUG00000033000
ENSG00000252761	ENSMMUG00000057411
ENSG00000252764	ENSMMUG00000034608
ENSG00000252767	ENSMMUG00000036893
ENSG00000252768	ENSMMUG00000035928
ENSG00000252769	ENSMMUG00000035632
ENSG00000252770	ENSMMUG00000035830
ENSG00000252772	ENSMMUG00000055055
ENSG00000252772	ENSMMUG00000059066
ENSG00000252774	ENSMMUG00000035716
ENSG00000252778	ENSMMUG00000036717
ENSG00000252779	ENSMMUG00000036876
ENSG00000252796	ENSMMUG00000036979
ENSG00000252802	ENSMMUG00000048752
ENSG00000252804	ENSMMUG00000037072
ENSG00000252807	ENSMMUG00000034749
ENSG00000252821	ENSMMUG00000037205
ENSG00000252823	ENSMMUG00000036818
ENSG00000252824	ENSMMUG00000036166
ENSG00000252826	ENSMMUG00000036857
ENSG00000252832	ENSMMUG00000035760
ENSG00000252840	ENSMMUG00000035742
ENSG00000252850	ENSMMUG00000036281
ENSG00000252857	ENSMMUG00000037205
ENSG00000252859	ENSMMUG00000034599
ENSG00000252860	ENSMMUG00000035331
ENSG00000252861	ENSMMUG00000037398
ENSG00000252867	ENSMMUG00000036680
ENSG00000252872	ENSMMUG00000061362
ENSG00000252881	ENSMMUG00000032929
ENSG00000252882	ENSMMUG00000034349
ENSG00000252887	ENSMMUG00000026610
ENSG00000252889	ENSMMUG00000036670
ENSG00000252890	ENSMMUG00000036509
ENSG00000252892	ENSMMUG00000048268
ENSG00000252894	ENSMMUG00000025754
ENSG00000252898	ENSMMUG00000032776
ENSG00000252900	ENSMMUG00000026363
ENSG00000252903	ENSMMUG00000037102
ENSG00000252906	ENSMMUG00000036503
ENSG00000252908	ENSMMUG00000036153
ENSG00000252909	ENSMMUG00000044283
ENSG00000252913	ENSMMUG00000036073
ENSG00000252916	ENSMMUG00000037236
ENSG00000252919	ENSMMUG00000037655
ENSG00000252920	ENSMMUG00000036441
ENSG00000252922	ENSMMUG00000033094
ENSG00000252928	ENSMMUG00000036308
ENSG00000252931	ENSMMUG00000060927
ENSG00000252934	ENSMMUG00000036655
ENSG00000252937	ENSMMUG00000027785
ENSG00000252943	ENSMMUG00000036681
ENSG00000252944	ENSMMUG00000036106
ENSG00000252945	ENSMMUG00000036105
ENSG00000252947	ENSMMUG00000036811
ENSG00000252948	ENSMMUG00000057065
ENSG00000252962	ENSMMUG00000036775
ENSG00000252969	ENSMMUG00000036570
ENSG00000252971	ENSMMUG00000035448
ENSG00000252980	ENSMMUG00000037676
ENSG00000252983	ENSMMUG00000037237
ENSG00000252984	ENSMMUG00000036401
ENSG00000252985	ENSMMUG00000037295
ENSG00000252995	ENSMMUG00000034822
