ENSG00000000003	ENSPTRG00000022087
ENSG00000206889	ENSPTRG00000052473
ENSG00000206891	ENSPTRG00000049326
ENSG00000206895	ENSPTRG00000048104
ENSG00000206897	ENSPTRG00000026555
ENSG00000206898	ENSPTRG00000025487
ENSG00000206899	ENSPTRG00000048414
ENSG00000206900	ENSPTRG00000051268
ENSG00000206901	ENSPTRG00000027144
ENSG00000206903	ENSPTRG00000031815
ENSG00000206905	ENSPTRG00000025170
ENSG00000206906	ENSPTRG00000048396
ENSG00000206907	ENSPTRG00000050134
ENSG00000206908	ENSPTRG00000024604
ENSG00000206909	ENSPTRG00000032989
ENSG00000206910	ENSPTRG00000027194
ENSG00000206912	ENSPTRG00000026551
ENSG00000206913	ENSPTRG00000027461
ENSG00000206914	ENSPTRG00000050088
ENSG00000206915	ENSPTRG00000052257
ENSG00000206917	ENSPTRG00000024551
ENSG00000206918	ENSPTRG00000051478
ENSG00000206920	ENSPTRG00000033173
ENSG00000206921	ENSPTRG00000024844
ENSG00000206922	ENSPTRG00000049757
ENSG00000206923	ENSPTRG00000026054
ENSG00000206924	ENSPTRG00000032061
ENSG00000206925	ENSPTRG00000044398
ENSG00000206926	ENSPTRG00000045697
ENSG00000206927	ENSPTRG00000025866
ENSG00000206929	ENSPTRG00000026597
ENSG00000206931	ENSPTRG00000052666
ENSG00000206935	ENSPTRG00000044602
ENSG00000206936	ENSPTRG00000024474
ENSG00000206937	ENSPTRG00000032124
ENSG00000206938	ENSPTRG00000032048
ENSG00000206939	ENSPTRG00000024645
ENSG00000206941	ENSPTRG00000031766
ENSG00000206944	ENSPTRG00000026001
ENSG00000206947	ENSPTRG00000026850
ENSG00000206948	ENSPTRG00000024436
ENSG00000206948	ENSPTRG00000052300
ENSG00000206949	ENSPTRG00000046111
ENSG00000206950	ENSPTRG00000027114
ENSG00000206951	ENSPTRG00000044609
ENSG00000206952	ENSPTRG00000045597
ENSG00000206954	ENSPTRG00000042779
ENSG00000206957	ENSPTRG00000043456
ENSG00000206958	ENSPTRG00000025758
ENSG00000206960	ENSPTRG00000044214
ENSG00000206961	ENSPTRG00000026124
ENSG00000206963	ENSPTRG00000042684
ENSG00000206964	ENSPTRG00000033445
ENSG00000206967	ENSPTRG00000046516
ENSG00000206970	ENSPTRG00000043807
ENSG00000206973	ENSPTRG00000045989
ENSG00000206974	ENSPTRG00000042919
ENSG00000206976	ENSPTRG00000026392
ENSG00000206977	ENSPTRG00000025854
ENSG00000206978	ENSPTRG00000032994
ENSG00000206979	ENSPTRG00000024798
ENSG00000206980	ENSPTRG00000049381
ENSG00000206981	ENSPTRG00000051206
ENSG00000206982	ENSPTRG00000025698
ENSG00000206983	ENSPTRG00000043356
ENSG00000206985	ENSPTRG00000045227
ENSG00000206987	ENSPTRG00000025248
ENSG00000206989	ENSPTRG00000027238
ENSG00000206990	ENSPTRG00000025733
ENSG00000206991	ENSPTRG00000042724
ENSG00000206991	ENSPTRG00000043783
ENSG00000206992	ENSPTRG00000043409
ENSG00000206995	ENSPTRG00000025536
ENSG00000206996	ENSPTRG00000052262
ENSG00000206997	ENSPTRG00000044115
ENSG00000206998	ENSPTRG00000051129
ENSG00000206999	ENSPTRG00000048007
ENSG00000207000	ENSPTRG00000046734
ENSG00000207001	ENSPTRG00000047342
ENSG00000207002	ENSPTRG00000026846
ENSG00000207003	ENSPTRG00000027451
ENSG00000207004	ENSPTRG00000045449
ENSG00000207007	ENSPTRG00000024998
ENSG00000207008	ENSPTRG00000025078
ENSG00000207009	ENSPTRG00000024725
ENSG00000207010	ENSPTRG00000032684
ENSG00000207010	ENSPTRG00000033241
ENSG00000207010	ENSPTRG00000051874
ENSG00000207011	ENSPTRG00000026893
ENSG00000207013	ENSPTRG00000047247
ENSG00000207014	ENSPTRG00000052835
ENSG00000207016	ENSPTRG00000026364
ENSG00000207019	ENSPTRG00000045553
ENSG00000207020	ENSPTRG00000046764
ENSG00000207021	ENSPTRG00000046623
ENSG00000207022	ENSPTRG00000024617
ENSG00000207023	ENSPTRG00000027486
ENSG00000207024	ENSPTRG00000045321
ENSG00000207025	ENSPTRG00000050913
ENSG00000207026	ENSPTRG00000031515
ENSG00000207027	ENSPTRG00000026964
ENSG00000207029	ENSPTRG00000032819
ENSG00000207031	ENSPTRG00000026107
ENSG00000207032	ENSPTRG00000026074
ENSG00000207033	ENSPTRG00000024819
ENSG00000207034	ENSPTRG00000025393
ENSG00000207036	ENSPTRG00000043180
ENSG00000207037	ENSPTRG00000045966
ENSG00000207039	ENSPTRG00000045464
ENSG00000207041	ENSPTRG00000048414
ENSG00000207042	ENSPTRG00000045337
ENSG00000207044	ENSPTRG00000048819
ENSG00000207045	ENSPTRG00000025008
ENSG00000207046	ENSPTRG00000026966
ENSG00000207049	ENSPTRG00000026881
ENSG00000207051	ENSPTRG00000025763
ENSG00000207052	ENSPTRG00000047889
ENSG00000207053	ENSPTRG00000024504
ENSG00000207056	ENSPTRG00000027342
ENSG00000207058	ENSPTRG00000026989
ENSG00000207060	ENSPTRG00000052230
ENSG00000207061	ENSPTRG00000033425
ENSG00000207062	ENSPTRG00000044526
ENSG00000207063	ENSPTRG00000045922
ENSG00000207065	ENSPTRG00000025716
ENSG00000207067	ENSPTRG00000033262
ENSG00000207068	ENSPTRG00000044176
ENSG00000207069	ENSPTRG00000043408
ENSG00000207071	ENSPTRG00000043528
ENSG00000207072	ENSPTRG00000046878
ENSG00000207073	ENSPTRG00000024581
ENSG00000207075	ENSPTRG00000026459
ENSG00000207076	ENSPTRG00000032832
ENSG00000207077	ENSPTRG00000024776
ENSG00000207080	ENSPTRG00000026125
ENSG00000207081	ENSPTRG00000051858
ENSG00000207081	ENSPTRG00000052086
ENSG00000207082	ENSPTRG00000047133
ENSG00000207084	ENSPTRG00000024760
ENSG00000207086	ENSPTRG00000026289
ENSG00000207087	ENSPTRG00000051041
ENSG00000207088	ENSPTRG00000049367
ENSG00000207089	ENSPTRG00000044024
ENSG00000207090	ENSPTRG00000026440
ENSG00000207090	ENSPTRG00000047402
ENSG00000207091	ENSPTRG00000033372
ENSG00000207092	ENSPTRG00000025302
ENSG00000207094	ENSPTRG00000025878
ENSG00000207094	ENSPTRG00000046797
ENSG00000207095	ENSPTRG00000026559
ENSG00000207095	ENSPTRG00000038070
ENSG00000207097	ENSPTRG00000044321
ENSG00000207098	ENSPTRG00000025385
ENSG00000207098	ENSPTRG00000043607
ENSG00000207099	ENSPTRG00000051651
ENSG00000207100	ENSPTRG00000044771
ENSG00000207101	ENSPTRG00000048961
ENSG00000207104	ENSPTRG00000047279
ENSG00000207105	ENSPTRG00000026803
ENSG00000207110	ENSPTRG00000031872
ENSG00000207112	ENSPTRG00000032761
ENSG00000207114	ENSPTRG00000045229
ENSG00000207115	ENSPTRG00000042844
ENSG00000207116	ENSPTRG00000031862
ENSG00000207117	ENSPTRG00000026089
ENSG00000207118	ENSPTRG00000025331
ENSG00000207121	ENSPTRG00000024987
ENSG00000207122	ENSPTRG00000037479
ENSG00000207123	ENSPTRG00000052706
ENSG00000207124	ENSPTRG00000025399
ENSG00000207127	ENSPTRG00000026878
ENSG00000207128	ENSPTRG00000042974
ENSG00000207130	ENSPTRG00000024596
ENSG00000207131	ENSPTRG00000052124
ENSG00000207132	ENSPTRG00000051417
ENSG00000207134	ENSPTRG00000025927
ENSG00000207135	ENSPTRG00000051480
ENSG00000207136	ENSPTRG00000049281
ENSG00000207137	ENSPTRG00000047841
ENSG00000207138	ENSPTRG00000042711
ENSG00000207139	ENSPTRG00000025315
ENSG00000207142	ENSPTRG00000042091
ENSG00000207144	ENSPTRG00000049702
ENSG00000207145	ENSPTRG00000025431
ENSG00000207146	ENSPTRG00000024483
ENSG00000207147	ENSPTRG00000025355
ENSG00000207148	ENSPTRG00000045059
ENSG00000207149	ENSPTRG00000036082
ENSG00000207150	ENSPTRG00000047068
ENSG00000207151	ENSPTRG00000047866
ENSG00000207153	ENSPTRG00000050416
ENSG00000207154	ENSPTRG00000025153
ENSG00000207155	ENSPTRG00000025617
ENSG00000207156	ENSPTRG00000051637
ENSG00000207157	ENSPTRG00000025592
ENSG00000207158	ENSPTRG00000045651
ENSG00000207160	ENSPTRG00000044560
ENSG00000207161	ENSPTRG00000026489
ENSG00000207162	ENSPTRG00000044475
ENSG00000207163	ENSPTRG00000045992
ENSG00000207164	ENSPTRG00000049576
ENSG00000207165	ENSPTRG00000031799
ENSG00000207166	ENSPTRG00000025881
ENSG00000207167	ENSPTRG00000044820
ENSG00000207168	ENSPTRG00000026941
ENSG00000207168	ENSPTRG00000042662
ENSG00000207169	ENSPTRG00000025314
ENSG00000207170	ENSPTRG00000024824
ENSG00000207171	ENSPTRG00000024579
ENSG00000207172	ENSPTRG00000031744
ENSG00000207173	ENSPTRG00000050150
ENSG00000207174	ENSPTRG00000050055
ENSG00000207175	ENSPTRG00000026029
ENSG00000207176	ENSPTRG00000024917
ENSG00000207177	ENSPTRG00000024880
ENSG00000207178	ENSPTRG00000047713
ENSG00000207180	ENSPTRG00000047377
ENSG00000207181	ENSPTRG00000026013
ENSG00000207181	ENSPTRG00000049312
ENSG00000207182	ENSPTRG00000024481
ENSG00000207183	ENSPTRG00000046862
ENSG00000207185	ENSPTRG00000025542
ENSG00000207187	ENSPTRG00000025175
ENSG00000207189	ENSPTRG00000052268
ENSG00000207190	ENSPTRG00000051384
ENSG00000207192	ENSPTRG00000032000
ENSG00000207193	ENSPTRG00000033037
ENSG00000207194	ENSPTRG00000044370
ENSG00000207195	ENSPTRG00000025706
ENSG00000207196	ENSPTRG00000025701
ENSG00000207197	ENSPTRG00000049272
ENSG00000207198	ENSPTRG00000025886
ENSG00000207199	ENSPTRG00000025467
ENSG00000207200	ENSPTRG00000050615
ENSG00000207201	ENSPTRG00000026935
ENSG00000207202	ENSPTRG00000033344
ENSG00000207203	ENSPTRG00000050565
ENSG00000207204	ENSPTRG00000049893
ENSG00000207206	ENSPTRG00000050892
ENSG00000207207	ENSPTRG00000052544
ENSG00000207209	ENSPTRG00000047891
ENSG00000207210	ENSPTRG00000026355
ENSG00000207214	ENSPTRG00000048325
ENSG00000207215	ENSPTRG00000027086
ENSG00000207217	ENSPTRG00000040713
ENSG00000207217	ENSPTRG00000044587
ENSG00000207218	ENSPTRG00000044097
ENSG00000207220	ENSPTRG00000026108
ENSG00000207221	ENSPTRG00000024955
ENSG00000207222	ENSPTRG00000049810
ENSG00000207223	ENSPTRG00000048399
ENSG00000207225	ENSPTRG00000045572
ENSG00000207227	ENSPTRG00000026654
ENSG00000207229	ENSPTRG00000025056
ENSG00000207231	ENSPTRG00000044658
ENSG00000207233	ENSPTRG00000027004
ENSG00000207234	ENSPTRG00000046063
ENSG00000207235	ENSPTRG00000026380
ENSG00000207237	ENSPTRG00000046957
ENSG00000207240	ENSPTRG00000025524
ENSG00000207241	ENSPTRG00000025055
ENSG00000207242	ENSPTRG00000032203
ENSG00000207243	ENSPTRG00000032197
ENSG00000207244	ENSPTRG00000032834
ENSG00000207245	ENSPTRG00000025074
ENSG00000207247	ENSPTRG00000052869
ENSG00000207248	ENSPTRG00000044933
ENSG00000207249	ENSPTRG00000036755
ENSG00000207251	ENSPTRG00000045586
ENSG00000207252	ENSPTRG00000025413
ENSG00000207255	ENSPTRG00000051879
ENSG00000207256	ENSPTRG00000044918
ENSG00000207258	ENSPTRG00000033110
ENSG00000207261	ENSPTRG00000027206
ENSG00000207263	ENSPTRG00000046568
ENSG00000207265	ENSPTRG00000052635
ENSG00000207266	ENSPTRG00000050625
ENSG00000207267	ENSPTRG00000046944
ENSG00000207268	ENSPTRG00000033320
ENSG00000207269	ENSPTRG00000025591
ENSG00000207270	ENSPTRG00000026713
ENSG00000207274	ENSPTRG00000047148
ENSG00000207275	ENSPTRG00000025394
ENSG00000207276	ENSPTRG00000033327
ENSG00000207278	ENSPTRG00000047232
ENSG00000207279	ENSPTRG00000051303
ENSG00000207280	ENSPTRG00000024654
ENSG00000207281	ENSPTRG00000033357
ENSG00000207283	ENSPTRG00000047575
ENSG00000207286	ENSPTRG00000052007
ENSG00000207287	ENSPTRG00000031561
ENSG00000207290	ENSPTRG00000033027
ENSG00000207291	ENSPTRG00000049848
ENSG00000207292	ENSPTRG00000045135
ENSG00000207293	ENSPTRG00000048340
ENSG00000207294	ENSPTRG00000025866
ENSG00000207295	ENSPTRG00000048879
ENSG00000207296	ENSPTRG00000032055
ENSG00000207299	ENSPTRG00000027444
ENSG00000207300	ENSPTRG00000052063
ENSG00000207302	ENSPTRG00000024404
ENSG00000207303	ENSPTRG00000026749
ENSG00000207304	ENSPTRG00000026882
ENSG00000207305	ENSPTRG00000031992
ENSG00000207306	ENSPTRG00000046025
ENSG00000207307	ENSPTRG00000026621
ENSG00000207308	ENSPTRG00000026491
ENSG00000207309	ENSPTRG00000044173
ENSG00000207310	ENSPTRG00000045788
ENSG00000207312	ENSPTRG00000025255
ENSG00000207313	ENSPTRG00000027302
ENSG00000207316	ENSPTRG00000027151
ENSG00000207317	ENSPTRG00000032189
ENSG00000207318	ENSPTRG00000025801
ENSG00000207319	ENSPTRG00000027316
ENSG00000207320	ENSPTRG00000043044
ENSG00000207320	ENSPTRG00000048967
ENSG00000207321	ENSPTRG00000051379
ENSG00000207322	ENSPTRG00000048955
ENSG00000207323	ENSPTRG00000025870
ENSG00000207325	ENSPTRG00000026752
ENSG00000207326	ENSPTRG00000027058
ENSG00000207327	ENSPTRG00000052219
ENSG00000207328	ENSPTRG00000025132
ENSG00000207329	ENSPTRG00000026923
ENSG00000207330	ENSPTRG00000052723
ENSG00000207331	ENSPTRG00000051572
ENSG00000207332	ENSPTRG00000033104
ENSG00000207332	ENSPTRG00000045663
ENSG00000207333	ENSPTRG00000026242
ENSG00000207336	ENSPTRG00000025800
ENSG00000207338	ENSPTRG00000045570
ENSG00000207340	ENSPTRG00000051646
ENSG00000207342	ENSPTRG00000025460
ENSG00000207344	ENSPTRG00000043447
ENSG00000207345	ENSPTRG00000050258
ENSG00000207347	ENSPTRG00000033231
ENSG00000207349	ENSPTRG00000047965
ENSG00000207351	ENSPTRG00000048430
ENSG00000207352	ENSPTRG00000026018
ENSG00000207355	ENSPTRG00000051262
ENSG00000207356	ENSPTRG00000047350
ENSG00000207359	ENSPTRG00000049521
ENSG00000207361	ENSPTRG00000052668
ENSG00000207362	ENSPTRG00000024888
ENSG00000207363	ENSPTRG00000047102
ENSG00000207363	ENSPTRG00000048640
ENSG00000207364	ENSPTRG00000043242
ENSG00000207365	ENSPTRG00000033053
ENSG00000207366	ENSPTRG00000052024
ENSG00000207367	ENSPTRG00000050784
ENSG00000207368	ENSPTRG00000025417
ENSG00000207369	ENSPTRG00000052588
ENSG00000207370	ENSPTRG00000051098
ENSG00000207371	ENSPTRG00000026906
ENSG00000207375	ENSPTRG00000044498
ENSG00000207378	ENSPTRG00000048946
ENSG00000207379	ENSPTRG00000024421
ENSG00000207380	ENSPTRG00000031855
ENSG00000207381	ENSPTRG00000046343
ENSG00000207382	ENSPTRG00000027010
ENSG00000207383	ENSPTRG00000047945
ENSG00000207384	ENSPTRG00000025554
ENSG00000207385	ENSPTRG00000049502
ENSG00000207385	ENSPTRG00000051564
ENSG00000207386	ENSPTRG00000036948
ENSG00000207387	ENSPTRG00000051920
ENSG00000207391	ENSPTRG00000045779
ENSG00000207392	ENSPTRG00000025165
ENSG00000207394	ENSPTRG00000049834
ENSG00000207395	ENSPTRG00000031729
ENSG00000207397	ENSPTRG00000051576
ENSG00000207399	ENSPTRG00000043781
ENSG00000207401	ENSPTRG00000025294
ENSG00000207403	ENSPTRG00000047601
ENSG00000207404	ENSPTRG00000025944
ENSG00000207405	ENSPTRG00000026086
ENSG00000207406	ENSPTRG00000025013
ENSG00000207407	ENSPTRG00000027517
ENSG00000207408	ENSPTRG00000045417
ENSG00000207410	ENSPTRG00000024774
ENSG00000207411	ENSPTRG00000025469
ENSG00000207412	ENSPTRG00000043381
ENSG00000207414	ENSPTRG00000045583
ENSG00000207415	ENSPTRG00000027441
ENSG00000207416	ENSPTRG00000027312
ENSG00000207419	ENSPTRG00000027248
ENSG00000207420	ENSPTRG00000045389
ENSG00000207422	ENSPTRG00000049960
ENSG00000207425	ENSPTRG00000025866
ENSG00000207426	ENSPTRG00000048536
ENSG00000207428	ENSPTRG00000048220
ENSG00000207430	ENSPTRG00000025248
ENSG00000207431	ENSPTRG00000032041
ENSG00000207432	ENSPTRG00000025248
ENSG00000207433	ENSPTRG00000050766
ENSG00000207435	ENSPTRG00000027390
ENSG00000207435	ENSPTRG00000051769
ENSG00000207439	ENSPTRG00000033151
ENSG00000207440	ENSPTRG00000024739
ENSG00000207443	ENSPTRG00000047207
ENSG00000207443	ENSPTRG00000050682
ENSG00000207445	ENSPTRG00000049968
ENSG00000207448	ENSPTRG00000026980
ENSG00000207450	ENSPTRG00000024838
ENSG00000207451	ENSPTRG00000043628
ENSG00000207452	ENSPTRG00000025299
ENSG00000207453	ENSPTRG00000043219
ENSG00000207454	ENSPTRG00000048373
ENSG00000207455	ENSPTRG00000045398
ENSG00000207456	ENSPTRG00000025456
ENSG00000207457	ENSPTRG00000043958
ENSG00000207457	ENSPTRG00000047140
ENSG00000207458	ENSPTRG00000032848
ENSG00000207459	ENSPTRG00000043414
ENSG00000207460	ENSPTRG00000025636
ENSG00000207461	ENSPTRG00000027325
ENSG00000207462	ENSPTRG00000024954
ENSG00000207466	ENSPTRG00000026143
ENSG00000207467	ENSPTRG00000048904
ENSG00000207468	ENSPTRG00000026508
ENSG00000207473	ENSPTRG00000032116
ENSG00000207474	ENSPTRG00000027116
ENSG00000207475	ENSPTRG00000026936
ENSG00000207476	ENSPTRG00000047746
ENSG00000207480	ENSPTRG00000041230
ENSG00000207481	ENSPTRG00000048278
ENSG00000207483	ENSPTRG00000044811
ENSG00000207484	ENSPTRG00000047478
ENSG00000207486	ENSPTRG00000027047
ENSG00000207488	ENSPTRG00000027265
ENSG00000207488	ENSPTRG00000042782
ENSG00000207490	ENSPTRG00000048853
ENSG00000207492	ENSPTRG00000048838
ENSG00000207493	ENSPTRG00000026158
ENSG00000207494	ENSPTRG00000032853
ENSG00000207495	ENSPTRG00000048650
ENSG00000207496	ENSPTRG00000052344
ENSG00000207497	ENSPTRG00000032808
ENSG00000207502	ENSPTRG00000025690
ENSG00000207503	ENSPTRG00000025610
ENSG00000207504	ENSPTRG00000048827
ENSG00000207505	ENSPTRG00000026919
ENSG00000207507	ENSPTRG00000046319
ENSG00000207508	ENSPTRG00000045491
ENSG00000207512	ENSPTRG00000048056
ENSG00000207515	ENSPTRG00000025826
ENSG00000207516	ENSPTRG00000026513
ENSG00000207518	ENSPTRG00000033406
ENSG00000207523	ENSPTRG00000027166
ENSG00000207525	ENSPTRG00000043493
ENSG00000207547	ENSPTRG00000032391
ENSG00000207548	ENSPTRG00000027795
ENSG00000207550	ENSPTRG00000027768
ENSG00000207561	ENSPTRG00000028113
ENSG00000207562	ENSPTRG00000027855
ENSG00000207563	ENSPTRG00000027853
ENSG00000207569	ENSPTRG00000028112
ENSG00000207575	ENSPTRG00000032428
ENSG00000207575	ENSPTRG00000051954
ENSG00000207577	ENSPTRG00000028106
ENSG00000207578	ENSPTRG00000028105
ENSG00000207581	ENSPTRG00000052220
ENSG00000207582	ENSPTRG00000027835
ENSG00000207586	ENSPTRG00000027766
ENSG00000207587	ENSPTRG00000028102
ENSG00000207595	ENSPTRG00000027830
ENSG00000207597	ENSPTRG00000027827
ENSG00000207599	ENSPTRG00000032392
ENSG00000207600	ENSPTRG00000028097
ENSG00000207604	ENSPTRG00000027821
ENSG00000207605	ENSPTRG00000027820
ENSG00000207606	ENSPTRG00000028095
ENSG00000207607	ENSPTRG00000027819
ENSG00000207608	ENSPTRG00000027817
ENSG00000207609	ENSPTRG00000027816
ENSG00000207613	ENSPTRG00000027666
ENSG00000207614	ENSPTRG00000027814
ENSG00000207615	ENSPTRG00000050783
ENSG00000207616	ENSPTRG00000050592
ENSG00000207617	ENSPTRG00000027811
ENSG00000207620	ENSPTRG00000043979
ENSG00000207624	ENSPTRG00000027664
ENSG00000207625	ENSPTRG00000027809
ENSG00000207626	ENSPTRG00000028091
ENSG00000207627	ENSPTRG00000028090
ENSG00000207628	ENSPTRG00000028089
ENSG00000207629	ENSPTRG00000042708
ENSG00000207630	ENSPTRG00000027806
ENSG00000207632	ENSPTRG00000028087
ENSG00000207633	ENSPTRG00000027805
ENSG00000207634	ENSPTRG00000046500
ENSG00000207638	ENSPTRG00000027561
ENSG00000207639	ENSPTRG00000032181
ENSG00000207647	ENSPTRG00000051878
ENSG00000207649	ENSPTRG00000027788
ENSG00000207651	ENSPTRG00000027576
ENSG00000207654	ENSPTRG00000027854
ENSG00000207656	ENSPTRG00000032015
ENSG00000207691	ENSPTRG00000027685
ENSG00000207692	ENSPTRG00000028050
ENSG00000207695	ENSPTRG00000027776
ENSG00000207698	ENSPTRG00000027838
ENSG00000207701	ENSPTRG00000028047
ENSG00000207702	ENSPTRG00000027771
ENSG00000207705	ENSPTRG00000027764
ENSG00000207706	ENSPTRG00000044301
ENSG00000207711	ENSPTRG00000051727
ENSG00000207712	ENSPTRG00000028044
ENSG00000207713	ENSPTRG00000039790
ENSG00000207714	ENSPTRG00000028043
ENSG00000207721	ENSPTRG00000027601
ENSG00000207722	ENSPTRG00000032168
ENSG00000207725	ENSPTRG00000041381
ENSG00000207725	ENSPTRG00000047127
ENSG00000207726	ENSPTRG00000027749
ENSG00000207728	ENSPTRG00000028037
ENSG00000207729	ENSPTRG00000028036
ENSG00000207730	ENSPTRG00000043571
ENSG00000207731	ENSPTRG00000027602
ENSG00000207731	ENSPTRG00000027748
ENSG00000207732	ENSPTRG00000027574
ENSG00000207734	ENSPTRG00000045475
ENSG00000207737	ENSPTRG00000032277
ENSG00000207738	ENSPTRG00000051270
ENSG00000207739	ENSPTRG00000027742
ENSG00000207741	ENSPTRG00000028032
ENSG00000207741	ENSPTRG00000051136
ENSG00000207742	ENSPTRG00000032358
ENSG00000207743	ENSPTRG00000027739
ENSG00000207744	ENSPTRG00000027738
ENSG00000207746	ENSPTRG00000028031
ENSG00000207749	ENSPTRG00000032401
ENSG00000207750	ENSPTRG00000028030
ENSG00000207752	ENSPTRG00000027731
ENSG00000207754	ENSPTRG00000028029
ENSG00000207755	ENSPTRG00000027726
ENSG00000207758	ENSPTRG00000036190
ENSG00000207758	ENSPTRG00000050499
ENSG00000207759	ENSPTRG00000027721
ENSG00000207761	ENSPTRG00000032084
ENSG00000207763	ENSPTRG00000028027
ENSG00000207766	ENSPTRG00000028024
ENSG00000207767	ENSPTRG00000048356
ENSG00000207768	ENSPTRG00000027786
ENSG00000207768	ENSPTRG00000050514
ENSG00000207773	ENSPTRG00000043573
ENSG00000207779	ENSPTRG00000027645
ENSG00000207782	ENSPTRG00000032227
ENSG00000207784	ENSPTRG00000042697
ENSG00000207785	ENSPTRG00000045755
ENSG00000207785	ENSPTRG00000051139
ENSG00000207788	ENSPTRG00000047531
ENSG00000207789	ENSPTRG00000027700
ENSG00000207797	ENSPTRG00000050189
ENSG00000207798	ENSPTRG00000032289
ENSG00000207800	ENSPTRG00000027688
ENSG00000207804	ENSPTRG00000028009
ENSG00000207807	ENSPTRG00000040457
ENSG00000207808	ENSPTRG00000027777
ENSG00000207811	ENSPTRG00000027672
ENSG00000207816	ENSPTRG00000027822
ENSG00000207818	ENSPTRG00000044869
ENSG00000207818	ENSPTRG00000044882
ENSG00000207821	ENSPTRG00000028004
ENSG00000207825	ENSPTRG00000027663
ENSG00000207827	ENSPTRG00000027607
ENSG00000207837	ENSPTRG00000032313
ENSG00000207839	ENSPTRG00000027995
ENSG00000207862	ENSPTRG00000043773
ENSG00000207863	ENSPTRG00000027629
ENSG00000207864	ENSPTRG00000027653
ENSG00000207866	ENSPTRG00000043974
ENSG00000207866	ENSPTRG00000047356
ENSG00000207866	ENSPTRG00000051827
ENSG00000207867	ENSPTRG00000043974
ENSG00000207867	ENSPTRG00000047356
ENSG00000207867	ENSPTRG00000051827
ENSG00000207868	ENSPTRG00000050686
ENSG00000207870	ENSPTRG00000027606
ENSG00000207870	ENSPTRG00000052522
ENSG00000207871	ENSPTRG00000043802
ENSG00000207871	ENSPTRG00000043907
ENSG00000207874	ENSPTRG00000049524
ENSG00000207922	ENSPTRG00000035338
ENSG00000207924	ENSPTRG00000027585
ENSG00000207926	ENSPTRG00000027627
ENSG00000207927	ENSPTRG00000027644
ENSG00000207931	ENSPTRG00000027927
ENSG00000207932	ENSPTRG00000027708
ENSG00000207933	ENSPTRG00000027638
ENSG00000207934	ENSPTRG00000027926
ENSG00000207935	ENSPTRG00000027683
ENSG00000207941	ENSPTRG00000027924
ENSG00000207942	ENSPTRG00000027631
ENSG00000207943	ENSPTRG00000027923
ENSG00000207946	ENSPTRG00000049424
ENSG00000207947	ENSPTRG00000032311
ENSG00000207952	ENSPTRG00000027919
ENSG00000207954	ENSPTRG00000045222
ENSG00000207956	ENSPTRG00000027918
ENSG00000207957	ENSPTRG00000044607
ENSG00000207957	ENSPTRG00000052058
ENSG00000207959	ENSPTRG00000027917
ENSG00000207960	ENSPTRG00000049513
ENSG00000207961	ENSPTRG00000027609
ENSG00000207962	ENSPTRG00000027608
ENSG00000207963	ENSPTRG00000027916
ENSG00000207969	ENSPTRG00000027602
ENSG00000207969	ENSPTRG00000027748
ENSG00000207970	ENSPTRG00000027913
ENSG00000207970	ENSPTRG00000047152
ENSG00000207971	ENSPTRG00000027775
ENSG00000207975	ENSPTRG00000027858
ENSG00000207978	ENSPTRG00000027713
ENSG00000207980	ENSPTRG00000027613
ENSG00000207984	ENSPTRG00000044279
ENSG00000207987	ENSPTRG00000027594
ENSG00000207989	ENSPTRG00000050541
ENSG00000207993	ENSPTRG00000027586
ENSG00000207994	ENSPTRG00000027800
ENSG00000207995	ENSPTRG00000044109
ENSG00000207996	ENSPTRG00000027584
ENSG00000208000	ENSPTRG00000047248
ENSG00000208001	ENSPTRG00000027580
ENSG00000208002	ENSPTRG00000032431
ENSG00000208004	ENSPTRG00000027578
ENSG00000208008	ENSPTRG00000032252
ENSG00000208009	ENSPTRG00000027623
ENSG00000208012	ENSPTRG00000027569
ENSG00000208013	ENSPTRG00000027890
ENSG00000208014	ENSPTRG00000027889
ENSG00000208015	ENSPTRG00000027568
ENSG00000208015	ENSPTRG00000044123
ENSG00000208017	ENSPTRG00000027565
ENSG00000208018	ENSPTRG00000027888
ENSG00000208023	ENSPTRG00000027563
ENSG00000208024	ENSPTRG00000027782
ENSG00000208027	ENSPTRG00000027560
ENSG00000208033	ENSPTRG00000027879
ENSG00000208036	ENSPTRG00000027619
ENSG00000208037	ENSPTRG00000027555
ENSG00000208772	ENSPTRG00000035034
ENSG00000208797	ENSPTRG00000032893
ENSG00000208839	ENSPTRG00000051508
ENSG00000208883	ENSPTRG00000032855
ENSG00000208892	ENSPTRG00000033135
ENSG00000209042	ENSPTRG00000033346
ENSG00000209480	ENSPTRG00000033345
ENSG00000209482	ENSPTRG00000032723
ENSG00000209582	ENSPTRG00000033333
ENSG00000209645	ENSPTRG00000032861
ENSG00000209702	ENSPTRG00000033442
ENSG00000210127	ENSPTRG00000042642
ENSG00000210194	ENSPTRG00000042625
ENSG00000210741	ENSPTRG00000031956
ENSG00000210825	ENSPTRG00000032673
ENSG00000211137	ENSPTRG00000031764
ENSG00000211445	ENSPTRG00000017427
ENSG00000211448	ENSPTRG00000050323
ENSG00000211450	ENSPTRG00000052561
ENSG00000211452	ENSPTRG00000000761
ENSG00000211455	ENSPTRG00000004787
ENSG00000211456	ENSPTRG00000030256
ENSG00000211460	ENSPTRG00000012420
ENSG00000211513	ENSPTRG00000027554
