ENSG00000000003	ENSPPYG00000020538
ENSG00000198924	ENSPPYG00000002666
ENSG00000198925	ENSPPYG00000013199
ENSG00000198929	ENSPPYG00000000585
ENSG00000198930	ENSPPYG00000020832
ENSG00000198931	ENSPPYG00000007652
ENSG00000198932	ENSPPYG00000029505
ENSG00000198933	ENSPPYG00000008878
ENSG00000198934	ENSPPYG00000020489
ENSG00000198937	ENSPPYG00000041671
ENSG00000198938	ENSPPYG00000020962
ENSG00000198939	ENSPPYG00000016115
ENSG00000198944	ENSPPYG00000015770
ENSG00000198945	ENSPPYG00000017002
ENSG00000198947	ENSPPYG00000020222
ENSG00000198948	ENSPPYG00000015194
ENSG00000198951	ENSPPYG00000011888
ENSG00000198952	ENSPPYG00000000723
ENSG00000198954	ENSPPYG00000002388
ENSG00000198959	ENSPPYG00000010993
ENSG00000198960	ENSPPYG00000020557
ENSG00000198961	ENSPPYG00000015673
ENSG00000198963	ENSPPYG00000019294
ENSG00000198964	ENSPPYG00000002453
ENSG00000198965	ENSPPYG00000000677
ENSG00000198967	ENSPPYG00000010611
ENSG00000198974	ENSPPYG00000022022
ENSG00000198983	ENSPPYG00000021535
ENSG00000198984	ENSPPYG00000021079
ENSG00000198997	ENSPPYG00000021560
ENSG00000199001	ENSPPYG00000021785
ENSG00000199012	ENSPPYG00000022168
ENSG00000199023	ENSPPYG00000030563
ENSG00000199032	ENSPPYG00000021115
ENSG00000199043	ENSPPYG00000037994
ENSG00000199080	ENSPPYG00000021722
ENSG00000199104	ENSPPYG00000021905
ENSG00000199130	ENSPPYG00000021212
ENSG00000199135	ENSPPYG00000021654
ENSG00000199145	ENSPPYG00000021725
ENSG00000199150	ENSPPYG00000021497
ENSG00000199156	ENSPPYG00000020980
ENSG00000199158	ENSPPYG00000021953
ENSG00000199161	ENSPPYG00000021094
ENSG00000199169	ENSPPYG00000021510
ENSG00000199266	ENSPPYG00000033154
ENSG00000199293	ENSPPYG00000025214
ENSG00000199347	ENSPPYG00000023241
ENSG00000199363	ENSPPYG00000024644
ENSG00000199436	ENSPPYG00000025437
ENSG00000199453	ENSPPYG00000036052
ENSG00000199477	ENSPPYG00000023423
ENSG00000199489	ENSPPYG00000038730
ENSG00000199574	ENSPPYG00000024476
ENSG00000199673	ENSPPYG00000025666
ENSG00000199712	ENSPPYG00000039054
ENSG00000199744	ENSPPYG00000025765
ENSG00000199782	ENSPPYG00000034137
ENSG00000199833	ENSPPYG00000039057
ENSG00000199857	ENSPPYG00000023598
ENSG00000199960	ENSPPYG00000039983
ENSG00000199968	ENSPPYG00000040993
ENSG00000199970	ENSPPYG00000041469
ENSG00000199990	ENSPPYG00000022324
ENSG00000200084	ENSPPYG00000025408
ENSG00000200087	ENSPPYG00000024934
ENSG00000200163	ENSPPYG00000038215
ENSG00000200354	ENSPPYG00000036275
ENSG00000200398	ENSPPYG00000023883
ENSG00000200463	ENSPPYG00000034539
ENSG00000200486	ENSPPYG00000035574
ENSG00000200564	ENSPPYG00000037635
ENSG00000200638	ENSPPYG00000024683
ENSG00000200661	ENSPPYG00000023911
ENSG00000200757	ENSPPYG00000036438
ENSG00000200785	ENSPPYG00000022463
ENSG00000200795	ENSPPYG00000031918
ENSG00000200801	ENSPPYG00000036882
ENSG00000200812	ENSPPYG00000035456
ENSG00000200831	ENSPPYG00000024574
ENSG00000200959	ENSPPYG00000022820
ENSG00000201009	ENSPPYG00000024178
ENSG00000201098	ENSPPYG00000024929
ENSG00000201143	ENSPPYG00000031343
ENSG00000201264	ENSPPYG00000024404
ENSG00000201300	ENSPPYG00000036215
ENSG00000201302	ENSPPYG00000025663
ENSG00000201331	ENSPPYG00000030755
ENSG00000201512	ENSPPYG00000036162
ENSG00000201634	ENSPPYG00000023331
ENSG00000201733	ENSPPYG00000025800
ENSG00000201754	ENSPPYG00000022915
ENSG00000201772	ENSPPYG00000041056
ENSG00000201801	ENSPPYG00000023044
ENSG00000201811	ENSPPYG00000022882
ENSG00000201823	ENSPPYG00000024991
ENSG00000201847	ENSPPYG00000039617
ENSG00000201943	ENSPPYG00000040252
ENSG00000201969	ENSPPYG00000032973
ENSG00000201992	ENSPPYG00000039274
ENSG00000201998	ENSPPYG00000022512
ENSG00000202188	ENSPPYG00000035361
ENSG00000202314	ENSPPYG00000022423
ENSG00000202354	ENSPPYG00000023901
ENSG00000202363	ENSPPYG00000040230
ENSG00000202373	ENSPPYG00000039342
ENSG00000202538	ENSPPYG00000031748
ENSG00000202601	ENSPPYG00000021391
ENSG00000202609	ENSPPYG00000021061
ENSG00000203326	ENSPPYG00000010358
ENSG00000203485	ENSPPYG00000006188
ENSG00000203485	ENSPPYG00000006189
ENSG00000203499	ENSPPYG00000018949
ENSG00000203618	ENSPPYG00000011584
ENSG00000203661	ENSPPYG00000035661
ENSG00000203663	ENSPPYG00000037396
ENSG00000203666	ENSPPYG00000033790
ENSG00000203667	ENSPPYG00000037954
ENSG00000203685	ENSPPYG00000000162
ENSG00000203697	ENSPPYG00000000188
ENSG00000203705	ENSPPYG00000000232
ENSG00000203710	ENSPPYG00000000267
ENSG00000203724	ENSPPYG00000000385
ENSG00000203727	ENSPPYG00000017080
ENSG00000203730	ENSPPYG00000000439
ENSG00000203734	ENSPPYG00000017048
ENSG00000203740	ENSPPYG00000000523
ENSG00000203747	ENSPPYG00000000594
ENSG00000203756	ENSPPYG00000017001
ENSG00000203757	ENSPPYG00000000671
ENSG00000203760	ENSPPYG00000016991
ENSG00000203772	ENSPPYG00000033369
ENSG00000203778	ENSPPYG00000036121
ENSG00000203780	ENSPPYG00000002754
ENSG00000203783	ENSPPYG00000000821
ENSG00000203784	ENSPPYG00000000822
ENSG00000203791	ENSPPYG00000002742
ENSG00000203795	ENSPPYG00000002724
ENSG00000203797	ENSPPYG00000016921
ENSG00000203805	ENSPPYG00000002709
ENSG00000203837	ENSPPYG00000002680
ENSG00000203857	ENSPPYG00000000965
ENSG00000203859	ENSPPYG00000000964
ENSG00000203867	ENSPPYG00000002648
ENSG00000203870	ENSPPYG00000020894
ENSG00000203872	ENSPPYG00000016826
ENSG00000203877	ENSPPYG00000016810
ENSG00000203879	ENSPPYG00000020878
ENSG00000203880	ENSPPYG00000011264
ENSG00000203883	ENSPPYG00000038465
ENSG00000203907	ENSPPYG00000016773
ENSG00000203908	ENSPPYG00000016772
ENSG00000203909	ENSPPYG00000016771
ENSG00000203910	ENSPPYG00000001156
ENSG00000203933	ENSPPYG00000020782
ENSG00000203943	ENSPPYG00000038224
ENSG00000203952	ENSPPYG00000020731
ENSG00000203963	ENSPPYG00000001259
ENSG00000203965	ENSPPYG00000001275
ENSG00000203972	ENSPPYG00000016687
ENSG00000203985	ENSPPYG00000001325
ENSG00000203989	ENSPPYG00000020681
ENSG00000203995	ENSPPYG00000001342
ENSG00000204001	ENSPPYG00000019785
ENSG00000204006	ENSPPYG00000001364
ENSG00000204007	ENSPPYG00000019761
ENSG00000204010	ENSPPYG00000002465
ENSG00000204019	ENSPPYG00000020657
ENSG00000204020	ENSPPYG00000002443
ENSG00000204021	ENSPPYG00000002444
ENSG00000204022	ENSPPYG00000041681
ENSG00000204025	ENSPPYG00000020639
ENSG00000204033	ENSPPYG00000002277
ENSG00000204052	ENSPPYG00000016643
ENSG00000204060	ENSPPYG00000037126
ENSG00000204065	ENSPPYG00000037155
ENSG00000204070	ENSPPYG00000036501
ENSG00000204071	ENSPPYG00000036484
ENSG00000204084	ENSPPYG00000001520
ENSG00000204099	ENSPPYG00000013369
ENSG00000204103	ENSPPYG00000011008
ENSG00000204104	ENSPPYG00000013325
ENSG00000204116	ENSPPYG00000020473
ENSG00000204120	ENSPPYG00000013284
ENSG00000204128	ENSPPYG00000013260
ENSG00000204130	ENSPPYG00000002396
ENSG00000204131	ENSPPYG00000020459
ENSG00000204138	ENSPPYG00000001641
ENSG00000204140	ENSPPYG00000016535
ENSG00000204149	ENSPPYG00000002238
ENSG00000204160	ENSPPYG00000001678
ENSG00000204161	ENSPPYG00000002830
ENSG00000204165	ENSPPYG00000020445
ENSG00000204172	ENSPPYG00000002238
ENSG00000204174	ENSPPYG00000002234
ENSG00000204175	ENSPPYG00000002233
ENSG00000204176	ENSPPYG00000002829
ENSG00000204178	ENSPPYG00000001709
ENSG00000204179	ENSPPYG00000002243
ENSG00000204186	ENSPPYG00000013109
ENSG00000204193	ENSPPYG00000019492
ENSG00000204195	ENSPPYG00000020437
ENSG00000204209	ENSPPYG00000017250
ENSG00000204217	ENSPPYG00000013085
ENSG00000204219	ENSPPYG00000001741
ENSG00000204220	ENSPPYG00000038269
ENSG00000204227	ENSPPYG00000017242
ENSG00000204228	ENSPPYG00000017241
ENSG00000204231	ENSPPYG00000017239
ENSG00000204237	ENSPPYG00000008740
ENSG00000204248	ENSPPYG00000017238
ENSG00000204252	ENSPPYG00000016495
ENSG00000204256	ENSPPYG00000017228
ENSG00000204257	ENSPPYG00000017227
ENSG00000204262	ENSPPYG00000013012
ENSG00000204264	ENSPPYG00000017223
ENSG00000204267	ENSPPYG00000017222
ENSG00000204271	ENSPPYG00000034066
ENSG00000204272	ENSPPYG00000031732
ENSG00000204278	ENSPPYG00000033961
ENSG00000204279	ENSPPYG00000020393
ENSG00000204287	ENSPPYG00000017234
ENSG00000204290	ENSPPYG00000017215
ENSG00000204291	ENSPPYG00000019438
ENSG00000204296	ENSPPYG00000016489
ENSG00000204300	ENSPPYG00000003991
ENSG00000204301	ENSPPYG00000016488
ENSG00000204304	ENSPPYG00000016486
ENSG00000204305	ENSPPYG00000016485
ENSG00000204308	ENSPPYG00000016484
ENSG00000204310	ENSPPYG00000016483
ENSG00000204311	ENSPPYG00000012977
ENSG00000204314	ENSPPYG00000016481
ENSG00000204315	ENSPPYG00000016480
ENSG00000204316	ENSPPYG00000008643
ENSG00000204323	ENSPPYG00000037700
ENSG00000204334	ENSPPYG00000036348
ENSG00000204335	ENSPPYG00000012923
ENSG00000204344	ENSPPYG00000016474
ENSG00000204345	ENSPPYG00000008793
ENSG00000204347	ENSPPYG00000008596
ENSG00000204348	ENSPPYG00000016473
ENSG00000204351	ENSPPYG00000016472
ENSG00000204356	ENSPPYG00000016471
ENSG00000204361	ENSPPYG00000003898
ENSG00000204363	ENSPPYG00000020367
ENSG00000204363	ENSPPYG00000020911
ENSG00000204366	ENSPPYG00000016468
ENSG00000204370	ENSPPYG00000003876
ENSG00000204371	ENSPPYG00000016467
ENSG00000204381	ENSPPYG00000003862
ENSG00000204385	ENSPPYG00000016466
ENSG00000204386	ENSPPYG00000036759
ENSG00000204388	ENSPPYG00000016463
ENSG00000204389	ENSPPYG00000016463
ENSG00000204390	ENSPPYG00000016462
ENSG00000204392	ENSPPYG00000016461
ENSG00000204394	ENSPPYG00000016460
ENSG00000204396	ENSPPYG00000016459
ENSG00000204397	ENSPPYG00000003826
ENSG00000204403	ENSPPYG00000003823
ENSG00000204406	ENSPPYG00000012836
ENSG00000204410	ENSPPYG00000016457
ENSG00000204420	ENSPPYG00000016454
ENSG00000204421	ENSPPYG00000036278
ENSG00000204424	ENSPPYG00000016451
ENSG00000204427	ENSPPYG00000016450
ENSG00000204428	ENSPPYG00000016449
ENSG00000204435	ENSPPYG00000016448
ENSG00000204438	ENSPPYG00000016447
ENSG00000204439	ENSPPYG00000016446
ENSG00000204442	ENSPPYG00000005492
ENSG00000204444	ENSPPYG00000035537
ENSG00000204449	ENSPPYG00000003760
ENSG00000204449	ENSPPYG00000040623
ENSG00000204450	ENSPPYG00000034685
ENSG00000204463	ENSPPYG00000016444
ENSG00000204469	ENSPPYG00000016443
ENSG00000204472	ENSPPYG00000016442
ENSG00000204475	ENSPPYG00000016441
ENSG00000204479	ENSPPYG00000031326
ENSG00000204479	ENSPPYG00000035002
ENSG00000204479	ENSPPYG00000037090
ENSG00000204479	ENSPPYG00000041518
ENSG00000204480	ENSPPYG00000010650
ENSG00000204480	ENSPPYG00000033878
ENSG00000204481	ENSPPYG00000032923
ENSG00000204481	ENSPPYG00000035652
ENSG00000204481	ENSPPYG00000036925
ENSG00000204482	ENSPPYG00000016440
ENSG00000204498	ENSPPYG00000016435
ENSG00000204501	ENSPPYG00000010673
ENSG00000204505	ENSPPYG00000010673
ENSG00000204510	ENSPPYG00000001862
ENSG00000204511	ENSPPYG00000016432
ENSG00000204516	ENSPPYG00000016430
ENSG00000204518	ENSPPYG00000001867
ENSG00000204519	ENSPPYG00000037373
ENSG00000204520	ENSPPYG00000016430
ENSG00000204524	ENSPPYG00000036093
ENSG00000204525	ENSPPYG00000016427
ENSG00000204531	ENSPPYG00000017210
ENSG00000204532	ENSPPYG00000030769
ENSG00000204536	ENSPPYG00000017208
ENSG00000204538	ENSPPYG00000017207
ENSG00000204539	ENSPPYG00000017205
ENSG00000204540	ENSPPYG00000017206
ENSG00000204542	ENSPPYG00000017204
ENSG00000204544	ENSPPYG00000038713
ENSG00000204548	ENSPPYG00000010882
ENSG00000204560	ENSPPYG00000016415
ENSG00000204564	ENSPPYG00000016413
ENSG00000204568	ENSPPYG00000016412
ENSG00000204569	ENSPPYG00000016411
ENSG00000204574	ENSPPYG00000016410
ENSG00000204576	ENSPPYG00000016409
ENSG00000204577	ENSPPYG00000029401
ENSG00000204580	ENSPPYG00000016422
ENSG00000204583	ENSPPYG00000038772
ENSG00000204590	ENSPPYG00000016408
ENSG00000204592	ENSPPYG00000017252
ENSG00000204595	ENSPPYG00000010362
ENSG00000204599	ENSPPYG00000016404
ENSG00000204604	ENSPPYG00000033882
ENSG00000204610	ENSPPYG00000017202
ENSG00000204611	ENSPPYG00000010334
ENSG00000204613	ENSPPYG00000017201
ENSG00000204614	ENSPPYG00000017200
ENSG00000204616	ENSPPYG00000017199
ENSG00000204618	ENSPPYG00000017198
ENSG00000204624	ENSPPYG00000001889
ENSG00000204628	ENSPPYG00000002086
ENSG00000204628	ENSPPYG00000019939
ENSG00000204632	ENSPPYG00000016407
ENSG00000204634	ENSPPYG00000012102
ENSG00000204640	ENSPPYG00000012099
ENSG00000204642	ENSPPYG00000017232
ENSG00000204644	ENSPPYG00000016397
ENSG00000204653	ENSPPYG00000010287
ENSG00000204655	ENSPPYG00000016396
ENSG00000204657	ENSPPYG00000016394
ENSG00000204659	ENSPPYG00000016124
ENSG00000204669	ENSPPYG00000037311
ENSG00000204671	ENSPPYG00000005062
ENSG00000204673	ENSPPYG00000010267
ENSG00000204681	ENSPPYG00000016395
ENSG00000204694	ENSPPYG00000016389
ENSG00000204695	ENSPPYG00000016386
ENSG00000204700	ENSPPYG00000033116
ENSG00000204701	ENSPPYG00000039485
ENSG00000204702	ENSPPYG00000030231
ENSG00000204703	ENSPPYG00000017231
ENSG00000204710	ENSPPYG00000003074
ENSG00000204711	ENSPPYG00000019280
ENSG00000204713	ENSPPYG00000016378
ENSG00000204740	ENSPPYG00000002133
ENSG00000204764	ENSPPYG00000016035
ENSG00000204767	ENSPPYG00000016028
ENSG00000204779	ENSPPYG00000041038
ENSG00000204815	ENSPPYG00000008404
ENSG00000204839	ENSPPYG00000018936
ENSG00000204842	ENSPPYG00000004963
ENSG00000204843	ENSPPYG00000012281
ENSG00000204849	ENSPPYG00000019044
ENSG00000204851	ENSPPYG00000010152
ENSG00000204852	ENSPPYG00000004953
ENSG00000204856	ENSPPYG00000004949
ENSG00000204859	ENSPPYG00000001938
ENSG00000204866	ENSPPYG00000029912
ENSG00000204869	ENSPPYG00000010142
ENSG00000204872	ENSPPYG00000031594
ENSG00000204872	ENSPPYG00000032222
ENSG00000204872	ENSPPYG00000038061
ENSG00000204882	ENSPPYG00000018912
ENSG00000204887	ENSPPYG00000008958
ENSG00000204889	ENSPPYG00000008445
ENSG00000204897	ENSPPYG00000008453
ENSG00000204899	ENSPPYG00000005410
ENSG00000204909	ENSPPYG00000015926
ENSG00000204913	ENSPPYG00000008472
ENSG00000204920	ENSPPYG00000039251
ENSG00000204922	ENSPPYG00000003154
ENSG00000204923	ENSPPYG00000012736
ENSG00000204928	ENSPPYG00000015905
ENSG00000204930	ENSPPYG00000019080
ENSG00000204936	ENSPPYG00000010055
ENSG00000204936	ENSPPYG00000010056
ENSG00000204941	ENSPPYG00000035850
ENSG00000204946	ENSPPYG00000018153
ENSG00000204947	ENSPPYG00000030790
ENSG00000204950	ENSPPYG00000003185
ENSG00000204952	ENSPPYG00000008499
ENSG00000204954	ENSPPYG00000004889
ENSG00000204977	ENSPPYG00000036477
ENSG00000204978	ENSPPYG00000037945
ENSG00000204979	ENSPPYG00000003210
ENSG00000204983	ENSPPYG00000035432
ENSG00000204991	ENSPPYG00000007675
ENSG00000205002	ENSPPYG00000018833
ENSG00000205022	ENSPPYG00000007655
ENSG00000205038	ENSPPYG00000035417
ENSG00000205045	ENSPPYG00000008186
ENSG00000205060	ENSPPYG00000018016
ENSG00000205076	ENSPPYG00000030975
ENSG00000205076	ENSPPYG00000037264
ENSG00000205078	ENSPPYG00000007571
ENSG00000205084	ENSPPYG00000007564
ENSG00000205085	ENSPPYG00000017980
ENSG00000205089	ENSPPYG00000015768
ENSG00000205090	ENSPPYG00000002001
ENSG00000205097	ENSPPYG00000038291
ENSG00000205097	ENSPPYG00000041094
ENSG00000205108	ENSPPYG00000019111
ENSG00000205108	ENSPPYG00000035518
ENSG00000205111	ENSPPYG00000012473
ENSG00000205116	ENSPPYG00000030614
ENSG00000205126	ENSPPYG00000003340
ENSG00000205129	ENSPPYG00000015248
ENSG00000205133	ENSPPYG00000018743
ENSG00000205138	ENSPPYG00000032498
ENSG00000205143	ENSPPYG00000020014
ENSG00000205155	ENSPPYG00000041378
ENSG00000205177	ENSPPYG00000038055
ENSG00000205186	ENSPPYG00000018701
ENSG00000205189	ENSPPYG00000018696
ENSG00000205208	ENSPPYG00000033611
ENSG00000205209	ENSPPYG00000009840
ENSG00000205213	ENSPPYG00000003405
ENSG00000205220	ENSPPYG00000007476
ENSG00000205221	ENSPPYG00000012498
ENSG00000205238	ENSPPYG00000017328
ENSG00000205238	ENSPPYG00000017511
ENSG00000205250	ENSPPYG00000007445
ENSG00000205268	ENSPPYG00000018632
ENSG00000205269	ENSPPYG00000016234
ENSG00000205279	ENSPPYG00000015738
ENSG00000205301	ENSPPYG00000015079
ENSG00000205302	ENSPPYG00000015718
ENSG00000205309	ENSPPYG00000041297
ENSG00000205329	ENSPPYG00000004617
ENSG00000205336	ENSPPYG00000007394
ENSG00000205339	ENSPPYG00000029652
ENSG00000205352	ENSPPYG00000034305
ENSG00000205356	ENSPPYG00000017362
ENSG00000205358	ENSPPYG00000032053
ENSG00000205359	ENSPPYG00000015664
ENSG00000205362	ENSPPYG00000034440
ENSG00000205363	ENSPPYG00000006627
ENSG00000205364	ENSPPYG00000033951
ENSG00000205403	ENSPPYG00000014995
ENSG00000205420	ENSPPYG00000033291
ENSG00000205423	ENSPPYG00000007335
ENSG00000205426	ENSPPYG00000041247
ENSG00000205436	ENSPPYG00000006165
ENSG00000205439	ENSPPYG00000011499
ENSG00000205442	ENSPPYG00000038165
ENSG00000205456	ENSPPYG00000019916
ENSG00000205457	ENSPPYG00000019916
ENSG00000205476	ENSPPYG00000006133
ENSG00000205482	ENSPPYG00000017328
ENSG00000205482	ENSPPYG00000017511
ENSG00000205496	ENSPPYG00000003600
ENSG00000205496	ENSPPYG00000020206
ENSG00000205497	ENSPPYG00000003600
ENSG00000205497	ENSPPYG00000020206
ENSG00000205502	ENSPPYG00000006531
ENSG00000205517	ENSPPYG00000009580
ENSG00000205531	ENSPPYG00000002938
ENSG00000205544	ENSPPYG00000007915
ENSG00000205560	ENSPPYG00000011994
ENSG00000205571	ENSPPYG00000015533
ENSG00000205572	ENSPPYG00000039458
ENSG00000205593	ENSPPYG00000011984
ENSG00000205609	ENSPPYG00000007227
ENSG00000205629	ENSPPYG00000007205
ENSG00000205639	ENSPPYG00000012606
ENSG00000205642	ENSPPYG00000020103
ENSG00000205642	ENSPPYG00000020107
ENSG00000205642	ENSPPYG00000020110
ENSG00000205642	ENSPPYG00000034528
ENSG00000205642	ENSPPYG00000034844
ENSG00000205649	ENSPPYG00000014796
ENSG00000205659	ENSPPYG00000032254
ENSG00000205667	ENSPPYG00000020095
ENSG00000205669	ENSPPYG00000029646
ENSG00000205670	ENSPPYG00000031703
ENSG00000205678	ENSPPYG00000014738
ENSG00000205683	ENSPPYG00000005963
ENSG00000205693	ENSPPYG00000004384
ENSG00000205704	ENSPPYG00000037524
ENSG00000205707	ENSPPYG00000004368
ENSG00000205710	ENSPPYG00000033006
ENSG00000205718	ENSPPYG00000010518
ENSG00000205718	ENSPPYG00000038664
ENSG00000205726	ENSPPYG00000011383
ENSG00000205730	ENSPPYG00000007144
ENSG00000205744	ENSPPYG00000009458
ENSG00000205758	ENSPPYG00000011382
ENSG00000205765	ENSPPYG00000030534
ENSG00000205777	ENSPPYG00000020344
ENSG00000205784	ENSPPYG00000009420
ENSG00000205795	ENSPPYG00000012657
ENSG00000205808	ENSPPYG00000019248
ENSG00000205809	ENSPPYG00000004273
ENSG00000205810	ENSPPYG00000004273
ENSG00000205832	ENSPPYG00000007063
ENSG00000205835	ENSPPYG00000014407
ENSG00000205838	ENSPPYG00000015388
ENSG00000205846	ENSPPYG00000004240
ENSG00000205856	ENSPPYG00000041096
ENSG00000205857	ENSPPYG00000004232
ENSG00000205858	ENSPPYG00000035210
ENSG00000205863	ENSPPYG00000005212
ENSG00000205882	ENSPPYG00000019006
ENSG00000205883	ENSPPYG00000018343
ENSG00000205884	ENSPPYG00000018344
ENSG00000205899	ENSPPYG00000007767
ENSG00000205903	ENSPPYG00000033506
ENSG00000205922	ENSPPYG00000040175
ENSG00000205923	ENSPPYG00000032174
ENSG00000205927	ENSPPYG00000011369
ENSG00000205929	ENSPPYG00000011368
ENSG00000205937	ENSPPYG00000035444
ENSG00000205978	ENSPPYG00000005705
ENSG00000205981	ENSPPYG00000014328
ENSG00000205981	ENSPPYG00000019918
ENSG00000206013	ENSPPYG00000002857
ENSG00000206043	ENSPPYG00000009241
ENSG00000206047	ENSPPYG00000019024
ENSG00000206047	ENSPPYG00000019025
ENSG00000206047	ENSPPYG00000037862
ENSG00000206052	ENSPPYG00000009231
ENSG00000206053	ENSPPYG00000006959
ENSG00000206069	ENSPPYG00000011655
ENSG00000206072	ENSPPYG00000009220
ENSG00000206073	ENSPPYG00000009218
ENSG00000206073	ENSPPYG00000009219
ENSG00000206075	ENSPPYG00000009215
ENSG00000206077	ENSPPYG00000015307
ENSG00000206102	ENSPPYG00000037907
ENSG00000206106	ENSPPYG00000011341
ENSG00000206107	ENSPPYG00000035622
ENSG00000206113	ENSPPYG00000040137
ENSG00000206127	ENSPPYG00000033652
ENSG00000206127	ENSPPYG00000034029
ENSG00000206172	ENSPPYG00000006899
ENSG00000206172	ENSPPYG00000037256
ENSG00000206177	ENSPPYG00000006898
ENSG00000206190	ENSPPYG00000006273
ENSG00000206199	ENSPPYG00000014201
ENSG00000206203	ENSPPYG00000011573
ENSG00000206260	ENSPPYG00000014151
ENSG00000206262	ENSPPYG00000038270
ENSG00000206384	ENSPPYG00000014094
ENSG00000206418	ENSPPYG00000009015
ENSG00000206422	ENSPPYG00000009018
ENSG00000206432	ENSPPYG00000009023
ENSG00000206474	ENSPPYG00000016390
ENSG00000206503	ENSPPYG00000016402
ENSG00000206527	ENSPPYG00000037558
ENSG00000206530	ENSPPYG00000013540
ENSG00000206535	ENSPPYG00000013602
ENSG00000206538	ENSPPYG00000013637
ENSG00000206557	ENSPPYG00000014036
ENSG00000206559	ENSPPYG00000014052
ENSG00000206560	ENSPPYG00000014085
ENSG00000206562	ENSPPYG00000034493
ENSG00000206579	ENSPPYG00000018595
ENSG00000206597	ENSPPYG00000025239
ENSG00000206609	ENSPPYG00000033943
ENSG00000206611	ENSPPYG00000023336
ENSG00000206612	ENSPPYG00000024161
ENSG00000206621	ENSPPYG00000037010
ENSG00000206622	ENSPPYG00000022414
ENSG00000206630	ENSPPYG00000024662
ENSG00000206633	ENSPPYG00000022875
ENSG00000206656	ENSPPYG00000037529
ENSG00000206680	ENSPPYG00000024988
ENSG00000206688	ENSPPYG00000038483
ENSG00000206693	ENSPPYG00000022432
ENSG00000206727	ENSPPYG00000031356
ENSG00000206754	ENSPPYG00000025274
ENSG00000206755	ENSPPYG00000024946
ENSG00000206760	ENSPPYG00000023489
ENSG00000206775	ENSPPYG00000023610
ENSG00000206799	ENSPPYG00000023866
ENSG00000206811	ENSPPYG00000040715
ENSG00000206838	ENSPPYG00000032289
ENSG00000206989	ENSPPYG00000024843
ENSG00000207001	ENSPPYG00000036283
ENSG00000207008	ENSPPYG00000025010
ENSG00000207014	ENSPPYG00000040253
ENSG00000207031	ENSPPYG00000022592
ENSG00000207047	ENSPPYG00000022932
ENSG00000207063	ENSPPYG00000036045
ENSG00000207067	ENSPPYG00000025205
ENSG00000207093	ENSPPYG00000040055
ENSG00000207112	ENSPPYG00000023145
ENSG00000207118	ENSPPYG00000033098
ENSG00000207133	ENSPPYG00000039610
ENSG00000207137	ENSPPYG00000040814
ENSG00000207145	ENSPPYG00000024122
ENSG00000207174	ENSPPYG00000034878
ENSG00000207191	ENSPPYG00000034179
ENSG00000207197	ENSPPYG00000030107
ENSG00000207245	ENSPPYG00000025517
ENSG00000207263	ENSPPYG00000041345
ENSG00000207279	ENSPPYG00000039408
ENSG00000207304	ENSPPYG00000022945
ENSG00000207313	ENSPPYG00000024764
ENSG00000207375	ENSPPYG00000041799
ENSG00000207405	ENSPPYG00000039770
ENSG00000207406	ENSPPYG00000025789
ENSG00000207407	ENSPPYG00000025268
ENSG00000207442	ENSPPYG00000031001
ENSG00000207460	ENSPPYG00000032247
ENSG00000207493	ENSPPYG00000023164
ENSG00000207523	ENSPPYG00000024492
ENSG00000207563	ENSPPYG00000021972
ENSG00000207578	ENSPPYG00000022318
ENSG00000207597	ENSPPYG00000022073
ENSG00000207599	ENSPPYG00000033300
ENSG00000207605	ENSPPYG00000022107
ENSG00000207606	ENSPPYG00000030571
ENSG00000207607	ENSPPYG00000021946
ENSG00000207609	ENSPPYG00000021221
ENSG00000207613	ENSPPYG00000022345
ENSG00000207615	ENSPPYG00000031342
ENSG00000207616	ENSPPYG00000032680
ENSG00000207617	ENSPPYG00000020989
ENSG00000207620	ENSPPYG00000038164
ENSG00000207626	ENSPPYG00000021487
ENSG00000207627	ENSPPYG00000021697
ENSG00000207629	ENSPPYG00000034715
ENSG00000207630	ENSPPYG00000021793
ENSG00000207634	ENSPPYG00000036782
ENSG00000207639	ENSPPYG00000021006
ENSG00000207654	ENSPPYG00000021051
ENSG00000207656	ENSPPYG00000021916
ENSG00000207691	ENSPPYG00000021253
ENSG00000207692	ENSPPYG00000021321
ENSG00000207698	ENSPPYG00000022189
ENSG00000207701	ENSPPYG00000021368
ENSG00000207706	ENSPPYG00000032317
ENSG00000207711	ENSPPYG00000021834
ENSG00000207714	ENSPPYG00000021651
ENSG00000207721	ENSPPYG00000022043
ENSG00000207722	ENSPPYG00000033497
ENSG00000207725	ENSPPYG00000022003
ENSG00000207726	ENSPPYG00000022117
ENSG00000207728	ENSPPYG00000021790
ENSG00000207729	ENSPPYG00000021630
ENSG00000207730	ENSPPYG00000021419
ENSG00000207731	ENSPPYG00000021282
ENSG00000207731	ENSPPYG00000021370
ENSG00000207734	ENSPPYG00000030539
ENSG00000207738	ENSPPYG00000039626
ENSG00000207739	ENSPPYG00000021251
ENSG00000207741	ENSPPYG00000022053
ENSG00000207746	ENSPPYG00000022145
ENSG00000207750	ENSPPYG00000033445
ENSG00000207758	ENSPPYG00000026447
ENSG00000207766	ENSPPYG00000037190
ENSG00000207768	ENSPPYG00000021402
ENSG00000207779	ENSPPYG00000021103
ENSG00000207781	ENSPPYG00000033530
